index,date,status,weekly,cumulative,weeklyrate,cumulativerate
105,200622,AtRisk,,5,,0.02
106,200622,All,7,18,0,0
107,200622,All,30,106,,0.05
107,200622,AtRisk,,5,,0.05
109,200622,All,23,48,,0.1
109,200622,AtRisk,,5,,0.1
110,200622,All,9,17,0,0
111,200622,All,14,34,,0.15
111,200622,AtRisk,,5,,0.15
112,200622,All,22,45,0,0
114,200622,All,43,86,0,0
115,200622,All,10,33,,0.15
115,200622,AtRisk,,5,,0.15
116,200622,All,9,17,0,0
117,200622,All,17,34,0,0
118,200622,All,,5,0,0
119,200622,All,15,28,0,0
120,200622,All,5,15,0,0
122,200622,All,11,26,0,0
123,200622,All,124,289,0.06,0.07
123,200622,AtRisk,7,20,0.06,0.07
124,200622,All,38,88,0,0
125,200622,All,53,118,,0.04
125,200622,AtRisk,,5,,0.04
126,200622,All,39,92,0,0
127,200622,All,,5,0,0
128,200622,All,19,39,,0.13
128,200622,AtRisk,,5,,0.13
129,200622,All,43,76,0,0
130,200622,All,5,5,0,0
131,200622,All,5,9,0,0
132,200622,All,28,81,0.18,0.11
132,200622,AtRisk,5,9,0.18,0.11
134,200622,All,34,43,,0.12
134,200622,AtRisk,,5,,0.12
135,200622,All,5,27,0,0
136,200622,All,10,21,0,0
137,200622,All,7,9,0,0
138,200622,All,17,54,0,0
139,200622,All,5,5,0,0
140,200622,All,5,5,0,0
141,200622,All,13,29,0,0
142,200622,All,99,206,,0.02
142,200622,AtRisk,,5,,0.02
143,200622,All,5,5,0,0
144,200622,All,46,118,,0.04
144,200622,AtRisk,,5,,0.04
146,200622,All,9,27,0,0
148,200622,All,84,200,,0.03
148,200622,AtRisk,,5,,0.03
149,200622,All,67,192,,0.03
149,200622,AtRisk,,5,,0.03
150,200622,All,27,39,0.19,0.13
150,200622,AtRisk,5,5,0.19,0.13
151,200622,All,17,95,0.29,0.16
151,200622,AtRisk,5,15,0.29,0.16
152,200622,All,12,31,,0.16
152,200622,AtRisk,,5,,0.16
153,200622,All,5,21,,0.24
153,200622,AtRisk,,5,,0.24
154,200622,All,10,20,,0.25
154,200622,AtRisk,,5,,0.25
155,200622,All,11,21,0,0
158,200622,All,9,20,0,0
159,200622,All,29,59,0.17,0.1
159,200622,AtRisk,5,6,0.17,0.1
161,200622,All,22,50,0,0
163,200622,All,21,23,0,0
164,200622,All,45,85,0,0
165,200622,All,5,5,0,0
166,200622,All,12,27,0,0
167,200622,All,5,5,0,0
168,200622,All,14,43,0,0
169,200622,All,13,34,0.38,0.15
169,200622,AtRisk,5,5,0.38,0.15
171,200622,All,5,5,0,0
172,200622,All,,5,0,0
173,200622,All,8,10,0,0
174,200622,All,9,17,,0.29
174,200622,AtRisk,,5,,0.29
175,200622,All,5,13,0,0
176,200622,All,92,207,0.05,0.02
176,200622,AtRisk,5,5,0.05,0.02
177,200622,All,255,321,,0.02
177,200622,AtRisk,,5,,0.02
178,200622,All,16,26,0,0
180,200622,All,88,147,0.06,0.03
180,200622,AtRisk,5,5,0.06,0.03
181,200622,All,8,24,,0.21
181,200622,AtRisk,,5,,0.21
183,200622,All,16,30,,0.17
183,200622,AtRisk,,5,,0.17
184,200622,All,5,5,0,0
186,200622,All,17,33,0,0
187,200622,All,12,25,0,0
188,200622,All,36,93,,0.05
188,200622,AtRisk,,5,,0.05
189,200622,All,59,182,0,0
190,200622,All,114,187,0.04,0.03
190,200622,AtRisk,5,5,0.04,0.03
191,200622,All,485,1040,0.02,0.02
191,200622,AtRisk,10,24,0.02,0.02
193,200622,All,18,28,0.28,0.18
193,200622,AtRisk,5,5,0.28,0.18
194,200622,All,14,32,,0.16
194,200622,AtRisk,,5,,0.16
195,200622,All,9,22,0,0
196,200622,All,5,10,0,0
197,200622,All,14,45,,0.11
197,200622,AtRisk,,5,,0.11
198,200622,All,20,57,0.25,0.11
198,200622,AtRisk,5,6,0.25,0.11
199,200622,All,5,5,0,0
200,200622,All,31,83,0,0
201,200622,All,12,34,0,0
202,200622,All,19,66,,0.08
202,200622,AtRisk,,5,,0.08
203,200622,All,232,498,0.02,0.01
203,200622,AtRisk,5,5,0.02,0.01
204,200622,All,287,640,0.02,0.03
204,200622,AtRisk,5,16,0.02,0.03
205,200622,All,20,45,0.25,0.11
205,200622,AtRisk,5,5,0.25,0.11
206,200622,All,16,39,0.31,0.13
206,200622,AtRisk,5,5,0.31,0.13
207,200622,All,16,26,0,0
208,200622,All,16,25,0,0
215,200622,All,18,26,0,0
216,200622,All,591,1358,0.01,0.01
216,200622,AtRisk,5,11,0.01,0.01
217,200622,All,11,25,,0.2
217,200622,AtRisk,,5,,0.2
218,200622,All,252,625,0.02,0.02
218,200622,AtRisk,5,13,0.02,0.02
219,200622,All,5,9,0,0
220,200622,All,5,13,0,0
221,200622,All,34,52,0,0
223,200622,All,5,10,0,0
224,200622,All,5,6,1,0.83
224,200622,AtRisk,5,5,1,0.83
225,200622,All,5,5,0,0
228,200622,All,14,38,0,0
229,200622,All,26,45,0,0
230,200622,All,80,206,0.06,0.02
230,200622,AtRisk,5,5,0.06,0.02
231,200622,All,21,67,0.24,0.07
231,200622,AtRisk,5,5,0.24,0.07
232,200622,All,32,77,0,0
233,200622,All,5,10,0,0
234,200622,All,542,899,0.01,0.01
234,200622,AtRisk,5,9,0.01,0.01
235,200622,All,7,11,0,0
236,200622,All,59,144,,0.03
236,200622,AtRisk,,5,,0.03
240,200622,All,5,5,0,0
241,200622,All,11,16,0,0
242,200622,All,46,109,,0.05
242,200622,AtRisk,,5,,0.05
243,200622,All,34,90,,0.06
243,200622,AtRisk,,5,,0.06
244,200622,All,15,39,0,0
245,200622,All,31,80,,0.06
245,200622,AtRisk,,5,,0.06
246,200622,All,176,321,0.03,0.02
246,200622,AtRisk,5,5,0.03,0.02
247,200622,All,17,26,0.29,0.19
247,200622,AtRisk,5,5,0.29,0.19
248,200622,All,5,10,0,0
249,200622,All,11,23,0,0
250,200622,All,17,27,0,0
254,200622,All,,5,,1
254,200622,AtRisk,,5,,1
255,200622,All,65,144,0.08,0.03
255,200622,AtRisk,5,5,0.08,0.03
256,200622,All,33,96,,0.05
256,200622,AtRisk,,5,,0.05
257,200622,All,153,381,0.03,0.02
257,200622,AtRisk,5,8,0.03,0.02
258,200622,All,31,94,0.16,0.05
258,200622,AtRisk,5,5,0.16,0.05
259,200622,All,,5,0,0
260,200622,All,244,424,0.02,0.02
260,200622,AtRisk,5,7,0.02,0.02
261,200622,All,39,86,0,0
262,200622,All,22,45,0,0
263,200622,All,9,28,0,0
266,200622,All,5,5,0,0
267,200622,All,5,5,0,0
268,200622,All,61,188,0.08,0.03
268,200622,AtRisk,5,5,0.08,0.03
269,200622,All,84,195,0,0
270,200622,All,95,230,,0.02
270,200622,AtRisk,,5,,0.02
271,200622,All,66,153,,0.03
271,200622,AtRisk,,5,,0.03
272,200622,All,154,251,0.03,0.02
272,200622,AtRisk,5,5,0.03,0.02
273,200622,All,12,16,0,0
274,200622,All,,5,0,0
275,200622,All,5,5,0,0
279,200622,All,5,6,0,0
280,200622,All,5,8,0,0
281,200622,All,637,1586,0.01,0.02
281,200622,AtRisk,8,25,0.01,0.02
282,200622,All,163,376,0.03,0.01
282,200622,AtRisk,5,5,0.03,0.01
283,200622,All,152,309,0.03,0.02
283,200622,AtRisk,5,5,0.03,0.02
284,200622,All,35,69,,0.07
284,200622,AtRisk,,5,,0.07
285,200622,All,41,102,0.12,0.05
285,200622,AtRisk,5,5,0.12,0.05
286,200622,All,5,5,0,0
287,200622,All,,5,0,0
289,200622,All,,5,0,0
291,200622,All,7,23,0,0
292,200622,All,437,994,0.02,0.02
292,200622,AtRisk,7,16,0.02,0.02
293,200622,All,166,359,0.03,0.01
293,200622,AtRisk,5,5,0.03,0.01
294,200622,All,284,600,0.02,0.02
294,200622,AtRisk,5,11,0.02,0.02
295,200622,All,186,389,0.03,0.03
295,200622,AtRisk,5,10,0.03,0.03
296,200622,All,16,36,,0.14
296,200622,AtRisk,,5,,0.14
299,200622,All,5,14,0,0
303,200622,All,26,68,0,0
304,200622,All,13,47,0.38,0.11
304,200622,AtRisk,5,5,0.38,0.11
305,200622,All,842,1948,0.01,0.02
305,200622,AtRisk,7,31,0.01,0.02
306,200622,All,347,786,,0.01
306,200622,AtRisk,,11,,0.01
307,200622,All,213,430,,0.01
307,200622,AtRisk,,6,,0.01
308,200622,All,13,35,0,0
309,200622,All,9,20,0,0
313,200622,All,,5,0,0
314,200622,All,7,25,,0.2
314,200622,AtRisk,,5,,0.2
316,200622,All,59,261,0.08,0.03
316,200622,AtRisk,5,7,0.08,0.03
317,200622,All,168,415,0.03,0.01
317,200622,AtRisk,5,5,0.03,0.01
318,200622,All,467,1187,0.01,0.01
318,200622,AtRisk,5,16,0.01,0.01
319,200622,All,184,445,0.03,0.01
319,200622,AtRisk,5,5,0.03,0.01
320,200622,All,897,1244,0.01,0
320,200622,AtRisk,5,5,0.01,0
321,200622,All,22,46,0,0
322,200622,All,13,27,0,0
325,200622,All,5,5,0,0
328,200622,All,42,127,0,0
329,200622,All,768,1763,0.01,0.02
329,200622,AtRisk,8,28,0.01,0.02
330,200622,All,380,1141,0.01,0.02
330,200622,AtRisk,5,18,0.01,0.02
331,200622,All,198,333,,0.02
331,200622,AtRisk,,5,,0.02
332,200622,All,49,75,0,0
333,200622,All,5,10,0,0
334,200622,All,7,17,0,0
338,200622,All,221,504,0.02,0.01
338,200622,AtRisk,5,5,0.02,0.01
339,200622,All,886,2245,0.01,0.02
339,200622,AtRisk,6,34,0.01,0.02
340,200622,All,218,532,0.02,0.02
340,200622,AtRisk,5,10,0.02,0.02
341,200622,All,80,136,0.06,0.04
341,200622,AtRisk,5,5,0.06,0.04
342,200622,All,5,8,0,0
343,200622,All,5,6,0,0
346,200622,All,250,571,0.02,0.02
346,200622,AtRisk,5,12,0.02,0.02
347,200622,All,808,1982,0.01,0.01
347,200622,AtRisk,5,14,0.01,0.01
348,200622,All,126,254,,0.02
348,200622,AtRisk,,5,,0.02
349,200622,All,6,9,0,0
350,200622,All,5,5,0,0
351,200622,All,5,14,0,0
353,200622,All,722,1753,0.01,0.01
353,200622,AtRisk,6,21,0.01,0.01
354,200622,All,219,506,,0.01
354,200622,AtRisk,,5,,0.01
355,200622,All,44,113,0,0
356,200622,All,5,6,0,0
358,200622,All,5,5,0,0
359,200622,All,468,1094,0.01,0.02
359,200622,AtRisk,5,25,0.01,0.02
360,200622,All,37,97,,0.05
360,200622,AtRisk,,5,,0.05
365,200622,All,42,102,0,0
366,200622,All,28,80,,0.06
366,200622,AtRisk,,5,,0.06
367,200622,All,5,9,0,0
370,200622,All,21,64,,0.08
370,200622,AtRisk,,5,,0.08
371,200622,All,82,213,0,0
372,200622,All,16,55,0,0
373,200622,All,5,5,0,0
375,200622,All,29,58,,0.09
375,200622,AtRisk,,5,,0.09
376,200622,All,202,547,,0.01
376,200622,AtRisk,,5,,0.01
384,200622,All,20,55,,0.09
384,200622,AtRisk,,5,,0.09
385,200622,All,,6,0,0
386,200622,All,,5,,1
386,200622,AtRisk,,5,,1
388,200622,All,46,131,0,0
399,200622,All,,5,0,0
405,200622,All,,5,0,0
420,200622,All,,5,0,0
421,200622,All,25,60,0,0
424,200622,All,5,9,0,0
429,200622,All,6,14,0.83,0.36
429,200622,AtRisk,5,5,0.83,0.36
430,200622,All,36,85,,0.06
430,200622,AtRisk,,5,,0.06
431,200622,All,5,10,0,0
435,200622,All,14,43,0,0
440,200622,All,,5,0,0
442,200622,All,5,11,,0.45
442,200622,AtRisk,,5,,0.45
452,200622,All,5,16,,0.31
452,200622,AtRisk,,5,,0.31
454,200622,All,,5,0,0
455,200622,All,,5,0,0
457,200622,All,,5,0,0
467,200622,All,99,226,0.05,0.02
467,200622,AtRisk,5,5,0.05,0.02
470,200622,All,29,71,0,0
471,200622,All,5,5,0,0
474,200622,All,5,5,0,0
480,200622,All,193,331,,0.02
480,200622,AtRisk,,5,,0.02
482,200622,All,5,8,0,0
484,200622,All,9,17,0,0
486,200622,All,12,45,0,0
489,200622,All,7,27,0,0
492,200622,All,5,5,0,0
497,200622,All,,5,0,0
499,200622,All,5,12,0,0
508,200622,All,33,121,,0.04
508,200622,AtRisk,,5,,0.04
518,200622,All,5,5,0,0
521,200622,All,5,5,0,0
527,200622,All,13,13,0,0
537,200622,All,5,5,0,0
541,200622,All,7,11,0,0
543,200622,All,5,6,0,0
544,200622,All,27,36,0,0
546,200622,All,16,25,0,0
548,200622,All,6,9,0,0
549,200622,All,23,31,0,0
551,200622,All,,5,0,0
553,200622,All,5,5,1,1
553,200622,AtRisk,5,5,1,1
554,200622,All,185,303,0.03,0.02
554,200622,AtRisk,5,6,0.03,0.02
558,200622,All,5,5,0,0
561,200622,All,5,5,0,0
2,200623,All,,5,0,0
9,200623,All,53,221,0.09,0.05
9,200623,AtRisk,5,10,0.09,0.05
11,200623,All,69,176,,0.03
11,200623,AtRisk,,5,,0.03
15,200623,All,5,10,0,0
16,200623,All,213,435,0.02,0.02
16,200623,AtRisk,5,7,0.02,0.02
18,200623,All,20,30,0,0
19,200623,All,35,73,0,0
21,200623,All,115,251,0.04,0.05
21,200623,AtRisk,5,12,0.04,0.05
22,200623,All,59,121,0.08,0.04
22,200623,AtRisk,5,5,0.08,0.04
25,200623,All,36,87,0,0
26,200623,All,38,68,0.13,0.07
26,200623,AtRisk,5,5,0.13,0.07
30,200623,All,44,99,0,0
31,200623,All,62,127,,0.04
31,200623,AtRisk,,5,,0.04
32,200623,All,18,36,,0.14
32,200623,AtRisk,,5,,0.14
33,200623,All,11,31,0,0
34,200623,All,98,194,0.05,0.03
34,200623,AtRisk,5,5,0.05,0.03
35,200623,All,400,886,0.01,0.01
35,200623,AtRisk,5,10,0.01,0.01
36,200623,All,5,5,0,0
37,200623,All,5,19,0,0
38,200623,All,12,20,0.42,0.25
38,200623,AtRisk,5,5,0.42,0.25
40,200623,All,20,36,0.25,0.14
40,200623,AtRisk,5,5,0.25,0.14
41,200623,All,26,70,0,0
42,200623,All,15,62,0,0
43,200623,All,148,432,0.03,0.03
43,200623,AtRisk,5,11,0.03,0.03
44,200623,All,48,102,0,0
45,200623,All,35,74,0,0
46,200623,All,5,5,0,0
47,200623,All,5,8,,0.62
47,200623,AtRisk,,5,,0.62
48,200623,All,,5,0,0
49,200623,All,5,15,,0.33
49,200623,AtRisk,,5,,0.33
51,200623,All,,5,0,0
53,200623,All,5,15,0,0
54,200623,All,11,32,0,0
55,200623,All,38,75,0.13,0.07
55,200623,AtRisk,5,5,0.13,0.07
56,200623,All,10,17,0.5,0.29
56,200623,AtRisk,5,5,0.5,0.29
57,200623,All,5,15,,0.33
57,200623,AtRisk,,5,,0.33
58,200623,All,5,12,0,0
60,200623,All,5,6,0,0
61,200623,All,6,12,0.83,0.42
61,200623,AtRisk,5,5,0.83,0.42
62,200623,All,6,13,,0.38
62,200623,AtRisk,,5,,0.38
63,200623,All,92,208,0.05,0.02
63,200623,AtRisk,5,5,0.05,0.02
64,200623,All,9,47,0,0
65,200623,All,72,184,0.07,0.03
65,200623,AtRisk,5,5,0.07,0.03
66,200623,All,34,79,0,0
67,200623,All,62,181,0.08,0.03
67,200623,AtRisk,5,5,0.08,0.03
71,200623,All,19,46,,0.11
71,200623,AtRisk,,5,,0.11
72,200623,All,5,8,0,0
73,200623,All,,5,0,0
74,200623,All,83,186,0,0
75,200623,All,199,493,0.03,0.02
75,200623,AtRisk,5,10,0.03,0.02
76,200623,All,66,137,,0.04
76,200623,AtRisk,,5,,0.04
77,200623,All,786,1851,0.01,0.01
77,200623,AtRisk,5,19,0.01,0.01
78,200623,All,32,98,0,0
79,200623,All,,5,0,0
80,200623,All,6,10,0,0
81,200623,All,5,5,0,0
83,200623,All,31,118,0,0
84,200623,All,,5,0,0
85,200623,All,13,30,,0.17
85,200623,AtRisk,,5,,0.17
86,200623,All,244,636,0.02,0.01
86,200623,AtRisk,5,9,0.02,0.01
87,200623,All,61,149,0.08,0.03
87,200623,AtRisk,5,5,0.08,0.03
88,200623,All,213,495,0.02,0.01
88,200623,AtRisk,5,5,0.02,0.01
89,200623,All,611,1354,0.01,0.01
89,200623,AtRisk,5,10,0.01,0.01
91,200623,All,5,10,0,0
92,200623,All,5,5,0,0
93,200623,All,7,24,0,0
94,200623,All,39,119,0,0
95,200623,All,5,9,0,0
97,200623,All,5,8,0,0
98,200623,All,19,50,0,0
99,200623,All,195,420,0.03,0.02
99,200623,AtRisk,5,10,0.03,0.02
100,200623,All,29,66,,0.08
100,200623,AtRisk,,5,,0.08
101,200623,All,162,310,0.03,0.03
101,200623,AtRisk,5,8,0.03,0.03
102,200623,All,130,393,0,0
103,200623,All,8,14,,0.36
103,200623,AtRisk,,5,,0.36
104,200623,All,22,42,0.23,0.12
104,200623,AtRisk,5,5,0.23,0.12
105,200623,All,108,224,,0.02
105,200623,AtRisk,,5,,0.02
106,200623,All,7,19,0,0
107,200623,All,31,113,,0.04
107,200623,AtRisk,,5,,0.04
109,200623,All,22,52,,0.1
109,200623,AtRisk,,5,,0.1
110,200623,All,9,20,0,0
111,200623,All,17,40,,0.12
111,200623,AtRisk,,5,,0.12
112,200623,All,21,48,0,0
114,200623,All,45,97,0.11,0.05
114,200623,AtRisk,5,5,0.11,0.05
115,200623,All,10,35,,0.14
115,200623,AtRisk,,5,,0.14
116,200623,All,9,19,0,0
117,200623,All,19,37,0,0
118,200623,All,,5,0,0
119,200623,All,16,33,0,0
120,200623,All,5,15,0,0
122,200623,All,11,28,0,0
123,200623,All,137,318,0.04,0.06
123,200623,AtRisk,6,20,0.04,0.06
124,200623,All,36,94,0,0
125,200623,All,46,125,,0.04
125,200623,AtRisk,,5,,0.04
126,200623,All,42,102,0,0
127,200623,All,,5,0,0
128,200623,All,18,42,,0.12
128,200623,AtRisk,,5,,0.12
129,200623,All,45,85,0,0
130,200623,All,5,5,0,0
131,200623,All,5,12,1,0.42
131,200623,AtRisk,5,5,1,0.42
132,200623,All,28,85,0.18,0.12
132,200623,AtRisk,5,10,0.18,0.12
134,200623,All,41,51,,0.1
134,200623,AtRisk,,5,,0.1
135,200623,All,5,29,0,0
136,200623,All,9,23,0,0
137,200623,All,6,11,0,0
138,200623,All,16,58,0,0
139,200623,All,5,5,0,0
140,200623,All,5,5,0,0
141,200623,All,11,31,0,0
142,200623,All,96,226,,0.02
142,200623,AtRisk,,5,,0.02
143,200623,All,5,5,0,0
144,200623,All,48,130,,0.04
144,200623,AtRisk,,5,,0.04
146,200623,All,9,28,0,0
148,200623,All,82,215,0.06,0.02
148,200623,AtRisk,5,5,0.06,0.02
149,200623,All,67,208,,0.02
149,200623,AtRisk,,5,,0.02
150,200623,All,30,45,,0.11
150,200623,AtRisk,,5,,0.11
151,200623,All,17,98,0.29,0.15
151,200623,AtRisk,5,15,0.29,0.15
152,200623,All,17,37,,0.14
152,200623,AtRisk,,5,,0.14
153,200623,All,5,22,,0.23
153,200623,AtRisk,,5,,0.23
154,200623,All,8,21,,0.24
154,200623,AtRisk,,5,,0.24
155,200623,All,13,24,0,0
158,200623,All,8,21,0,0
159,200623,All,28,62,0.18,0.1
159,200623,AtRisk,5,6,0.18,0.1
161,200623,All,25,57,0,0
163,200623,All,25,29,0,0
164,200623,All,55,100,0,0
165,200623,All,5,5,0,0
166,200623,All,13,31,0,0
167,200623,All,5,5,0,0
168,200623,All,14,46,0,0
169,200623,All,15,36,0.33,0.14
169,200623,AtRisk,5,5,0.33,0.14
171,200623,All,5,5,0,0
172,200623,All,,5,0,0
173,200623,All,9,13,0,0
174,200623,All,10,19,,0.26
174,200623,AtRisk,,5,,0.26
175,200623,All,5,13,0,0
176,200623,All,100,228,0.05,0.02
176,200623,AtRisk,5,5,0.05,0.02
177,200623,All,301,390,,0.01
177,200623,AtRisk,,5,,0.01
178,200623,All,17,30,0,0
180,200623,All,94,169,,0.03
180,200623,AtRisk,,5,,0.03
181,200623,All,8,27,,0.19
181,200623,AtRisk,,5,,0.19
183,200623,All,22,38,,0.13
183,200623,AtRisk,,5,,0.13
184,200623,All,5,5,0,0
186,200623,All,19,37,0,0
187,200623,All,12,26,0,0
188,200623,All,39,102,,0.05
188,200623,AtRisk,,5,,0.05
189,200623,All,63,195,0,0
190,200623,All,132,220,0.04,0.02
190,200623,AtRisk,5,5,0.04,0.02
191,200623,All,537,1165,0.02,0.02
191,200623,AtRisk,13,27,0.02,0.02
193,200623,All,19,32,0.26,0.16
193,200623,AtRisk,5,5,0.26,0.16
194,200623,All,14,34,,0.15
194,200623,AtRisk,,5,,0.15
195,200623,All,11,25,0,0
196,200623,All,5,11,0,0
197,200623,All,15,47,,0.11
197,200623,AtRisk,,5,,0.11
198,200623,All,22,63,0.23,0.1
198,200623,AtRisk,5,6,0.23,0.1
199,200623,All,5,5,0,0
200,200623,All,29,89,0,0
201,200623,All,12,35,0,0
202,200623,All,20,71,0.25,0.07
202,200623,AtRisk,5,5,0.25,0.07
203,200623,All,235,537,0.02,0.01
203,200623,AtRisk,5,5,0.02,0.01
204,200623,All,323,717,0.02,0.02
204,200623,AtRisk,5,17,0.02,0.02
205,200623,All,23,52,0.22,0.1
205,200623,AtRisk,5,5,0.22,0.1
206,200623,All,15,40,0.33,0.12
206,200623,AtRisk,5,5,0.33,0.12
207,200623,All,17,30,0,0
208,200623,All,14,27,0,0
213,200623,All,5,5,0,0
215,200623,All,19,29,0,0
216,200623,All,617,1475,0.01,0.01
216,200623,AtRisk,5,12,0.01,0.01
217,200623,All,13,28,,0.18
217,200623,AtRisk,,5,,0.18
218,200623,All,272,682,0.02,0.02
218,200623,AtRisk,5,13,0.02,0.02
219,200623,All,6,10,0,0
220,200623,All,5,14,0,0
221,200623,All,35,59,0,0
223,200623,All,5,11,0,0
224,200623,All,5,7,1,0.86
224,200623,AtRisk,5,6,1,0.86
225,200623,All,5,5,0,0
228,200623,All,15,40,0,0
229,200623,All,27,52,0,0
230,200623,All,81,225,0.06,0.02
230,200623,AtRisk,5,5,0.06,0.02
231,200623,All,23,72,0.22,0.07
231,200623,AtRisk,5,5,0.22,0.07
232,200623,All,33,83,0,0
233,200623,All,5,11,0,0
234,200623,All,537,1003,0.01,0.01
234,200623,AtRisk,5,10,0.01,0.01
235,200623,All,6,12,0,0
236,200623,All,62,156,0.08,0.03
236,200623,AtRisk,5,5,0.08,0.03
240,200623,All,,5,0,0
241,200623,All,12,19,0,0
242,200623,All,47,117,,0.04
242,200623,AtRisk,,5,,0.04
243,200623,All,37,100,,0.05
243,200623,AtRisk,,5,,0.05
244,200623,All,17,43,0,0
245,200623,All,32,86,,0.06
245,200623,AtRisk,,5,,0.06
246,200623,All,170,349,0.03,0.01
246,200623,AtRisk,5,5,0.03,0.01
247,200623,All,19,31,0.26,0.16
247,200623,AtRisk,5,5,0.26,0.16
248,200623,All,5,11,0,0
249,200623,All,11,25,0,0
250,200623,All,17,30,0,0
254,200623,All,,5,,1
254,200623,AtRisk,,5,,1
255,200623,All,73,162,0.07,0.03
255,200623,AtRisk,5,5,0.07,0.03
256,200623,All,34,102,,0.05
256,200623,AtRisk,,5,,0.05
257,200623,All,164,420,0.03,0.02
257,200623,AtRisk,5,8,0.03,0.02
258,200623,All,33,98,0.15,0.05
258,200623,AtRisk,5,5,0.15,0.05
259,200623,All,,5,0,0
260,200623,All,291,506,0.02,0.01
260,200623,AtRisk,5,7,0.02,0.01
261,200623,All,40,94,0,0
262,200623,All,21,48,0,0
263,200623,All,8,28,0,0
266,200623,All,5,5,0,0
267,200623,All,5,5,0,0
268,200623,All,59,197,0.08,0.03
268,200623,AtRisk,5,5,0.08,0.03
269,200623,All,85,210,0,0
270,200623,All,100,251,,0.02
270,200623,AtRisk,,5,,0.02
271,200623,All,66,167,0.08,0.03
271,200623,AtRisk,5,5,0.08,0.03
272,200623,All,161,286,0.03,0.02
272,200623,AtRisk,5,5,0.03,0.02
273,200623,All,12,18,0,0
274,200623,All,,5,0,0
275,200623,All,5,5,0,0
279,200623,All,5,7,0,0
280,200623,All,5,9,0,0
281,200623,All,664,1713,0.02,0.02
281,200623,AtRisk,13,30,0.02,0.02
282,200623,All,185,424,0.03,0.01
282,200623,AtRisk,5,5,0.03,0.01
283,200623,All,154,340,0.03,0.01
283,200623,AtRisk,5,5,0.03,0.01
284,200623,All,34,79,,0.06
284,200623,AtRisk,,5,,0.06
285,200623,All,50,119,0.1,0.04
285,200623,AtRisk,5,5,0.1,0.04
286,200623,All,5,5,0,0
287,200623,All,,5,0,0
289,200623,All,,5,0,0
291,200623,All,8,26,0,0
292,200623,All,441,1072,0.01,0.01
292,200623,AtRisk,5,16,0.01,0.01
293,200623,All,168,390,0.03,0.01
293,200623,AtRisk,5,5,0.03,0.01
294,200623,All,288,649,0.02,0.02
294,200623,AtRisk,5,13,0.02,0.02
295,200623,All,184,422,0.03,0.03
295,200623,AtRisk,5,11,0.03,0.03
296,200623,All,22,43,0.23,0.12
296,200623,AtRisk,5,5,0.23,0.12
299,200623,All,5,14,0,0
303,200623,All,24,71,0,0
304,200623,All,15,51,0.33,0.1
304,200623,AtRisk,5,5,0.33,0.1
305,200623,All,878,2123,0.01,0.02
305,200623,AtRisk,9,33,0.01,0.02
306,200623,All,376,873,,0.01
306,200623,AtRisk,,11,,0.01
307,200623,All,205,462,,0.01
307,200623,AtRisk,,6,,0.01
308,200623,All,15,39,0,0
309,200623,All,10,22,0,0
312,200623,All,5,5,0,0
313,200623,All,,5,0,0
314,200623,All,6,27,,0.19
314,200623,AtRisk,,5,,0.19
316,200623,All,62,276,0.08,0.03
316,200623,AtRisk,5,7,0.08,0.03
317,200623,All,175,450,0.03,0.01
317,200623,AtRisk,5,5,0.03,0.01
318,200623,All,504,1312,0.01,0.01
318,200623,AtRisk,5,18,0.01,0.01
319,200623,All,189,483,0.03,0.01
319,200623,AtRisk,5,5,0.03,0.01
320,200623,All,886,1433,0.01,0
320,200623,AtRisk,5,6,0.01,0
321,200623,All,22,50,0,0
322,200623,All,15,31,0,0
325,200623,All,5,5,0,0
328,200623,All,44,139,0,0
329,200623,All,768,1916,0.01,0.02
329,200623,AtRisk,7,29,0.01,0.02
330,200623,All,384,1220,0.01,0.02
330,200623,AtRisk,5,19,0.01,0.02
331,200623,All,191,368,,0.01
331,200623,AtRisk,,5,,0.01
332,200623,All,46,82,0,0
333,200623,All,5,11,0,0
334,200623,All,6,17,0,0
338,200623,All,238,560,0.02,0.01
338,200623,AtRisk,5,6,0.02,0.01
339,200623,All,903,2435,0.01,0.01
339,200623,AtRisk,5,34,0.01,0.01
340,200623,All,225,575,0.02,0.02
340,200623,AtRisk,5,10,0.02,0.02
341,200623,All,76,151,0.07,0.03
341,200623,AtRisk,5,5,0.07,0.03
342,200623,All,5,9,0,0
343,200623,All,5,6,0,0
346,200623,All,258,628,0.02,0.02
346,200623,AtRisk,5,12,0.02,0.02
347,200623,All,808,2145,0.01,0.01
347,200623,AtRisk,5,14,0.01,0.01
348,200623,All,124,278,,0.02
348,200623,AtRisk,,5,,0.02
349,200623,All,6,10,0,0
350,200623,All,6,6,0,0
351,200623,All,5,14,0,0
353,200623,All,801,1944,0.01,0.01
353,200623,AtRisk,5,21,0.01,0.01
354,200623,All,229,546,,0.01
354,200623,AtRisk,,5,,0.01
355,200623,All,41,120,0,0
356,200623,All,5,7,0,0
358,200623,All,5,5,0,0
359,200623,All,506,1206,0.01,0.02
359,200623,AtRisk,7,27,0.01,0.02
360,200623,All,35,103,,0.05
360,200623,AtRisk,,5,,0.05
365,200623,All,40,107,0,0
366,200623,All,33,90,,0.06
366,200623,AtRisk,,5,,0.06
367,200623,All,5,10,0,0
370,200623,All,23,70,,0.07
370,200623,AtRisk,,5,,0.07
371,200623,All,81,228,0,0
